dep,jour,P,T,cl_age90,pop,taux_positivite_quotidien,positifs_7j,tests_7j,taux_positivite_7j
58,2020-05-13,0,177,0,199596,0.0,,,
58,2020-05-14,0,93,0,199596,0.0,,,
58,2020-05-15,29,260,0,199596,11.153846153846155,,,
58,2020-05-16,1,19,0,199596,5.263157894736842,,,
58,2020-05-17,0,12,0,199596,0.0,,,
58,2020-05-18,1,145,0,199596,0.6896551724137931,,,
58,2020-05-19,0,164,0,199596,0.0,31.0,870.0,3.5632183908045976
58,2020-05-20,2,178,0,199596,1.1235955056179776,33.0,871.0,3.788748564867968
58,2020-05-21,0,31,0,199596,0.0,33.0,809.0,4.07911001236094
58,2020-05-22,0,101,0,199596,0.0,4.0,650.0,0.6153846153846154
58,2020-05-23,2,31,0,199596,6.451612903225806,5.0,662.0,0.7552870090634441
58,2020-05-24,0,32,0,199596,0.0,5.0,682.0,0.7331378299120235
58,2020-05-25,1,145,0,199596,0.6896551724137931,5.0,682.0,0.7331378299120235
58,2020-05-26,1,153,0,199596,0.6535947712418301,6.0,671.0,0.8941877794336811
58,2020-05-27,0,131,0,199596,0.0,4.0,624.0,0.641025641025641
58,2020-05-28,1,115,0,199596,0.8695652173913043,5.0,708.0,0.7062146892655368
58,2020-05-29,2,87,0,199596,2.2988505747126435,7.0,694.0,1.0086455331412103
58,2020-05-30,1,35,0,199596,2.857142857142857,6.0,698.0,0.8595988538681949
58,2020-05-31,0,18,0,199596,0.0,6.0,684.0,0.8771929824561403
58,2020-06-01,0,32,0,199596,0.0,5.0,571.0,0.8756567425569177
58,2020-06-02,1,119,0,199596,0.8403361344537815,5.0,537.0,0.931098696461825
58,2020-06-03,0,108,0,199596,0.0,5.0,514.0,0.9727626459143969
58,2020-06-04,1,101,0,199596,0.9900990099009901,5.0,500.0,1.0
58,2020-06-05,0,108,0,199596,0.0,3.0,521.0,0.5758157389635317
58,2020-06-06,0,64,0,199596,0.0,2.0,550.0,0.36363636363636365
58,2020-06-07,0,28,0,199596,0.0,2.0,560.0,0.35714285714285715
58,2020-06-08,0,111,0,199596,0.0,2.0,639.0,0.3129890453834116
58,2020-06-09,0,98,0,199596,0.0,1.0,618.0,0.16181229773462785
58,2020-06-10,2,111,0,199596,1.8018018018018018,3.0,621.0,0.4830917874396135
